,text,tanggal,bahasa
686,"Kayaknya selain vaksin booster, akan divaksin influenza juga deh. Biar ga gampang flu yg bikin deg2an",2022-02-11 23:52:05+00:00,in
687,"Hari ini vaksin booster pak pfizer, doain ga ada gejala apa-apa habis itu 😭👍🏻",2022-02-11 23:49:54+00:00,in
688,Hari senin nanti Vaksin Booster. Wish me luck✨,2022-02-11 23:49:37+00:00,fi
689,"Jelang Pemilu 2024, Bawaslu dan Binda Jambi Gelar Vaksin Booster https://t.co/fie6Iq04Rz",2022-02-11 23:48:23+00:00,in
691,"kukira badan ku kuat abis vaksin booster kmrn, oalah panas pagi ini😔",2022-02-11 23:43:13+00:00,in
693,RT @suara_pembebasa: Tujuan vaksin: kontrol individu tdk ada hubungannya dgn kekebalan tubuh. Justru merusaknya. Mrk yg udah di booster sia…,2022-02-11 23:41:05+00:00,in
695,"Abis booster, vaksin az beneran bikin tumbang huft 

Padahal aku strong and powerful wkwk kalah jg sama vaksin🤡",2022-02-11 23:39:17+00:00,in
696,Ayoo frennn vaksin booster https://t.co/yoIDm4gqv5,2022-02-11 23:37:44+00:00,tr
697,@convomfs Vaksin booster 😭😭😭👍,2022-02-11 23:36:46+00:00,et
698,"Saya udah vaksin lengkap - booster tapi kena covid.
Badan pada sakit, tenggorikan saki, mencret pula.

Bagaimana ini ?

@dr_koko28 , @__Sridiana_3va , 
@AldoBabeh https://t.co/OsSpVVIUhn",2022-02-11 23:32:44+00:00,in
699,"RT @PPSBelawan: #SahabatBahari, hari ini PPS Belawan  melaksanakan penyuntikan vaksinasi massal covid-19 dosis ke-3 atau vaksin booster.
Ke…",2022-02-11 23:31:29+00:00,in
702,"hari kedua setelah vaksin booster AZ (1 &amp; 2 pake Sinovac):

badan masih kedinginan, geleng2 kepala masih bikin nyut2an, tapi udah ga gitu panas (kemarin 37 centigrade ke sekarang 36 centigrade)",2022-02-11 23:30:12+00:00,in
703,RT @kompascom: Dokter Spesialis Paru Rumah Sakit Akademik Universitas Gadjah Mada (RSA UGM) memberikan penjelasan mengenai vaksinasi booste…,2022-02-11 23:29:51+00:00,in
704,"Terima Vaksin Booster di Unika Atma Jaya, Puteri Indonesia 2020 Berharap Roda Perekonomian Berangsur Pulih - https://t.co/g8OJexULZH",2022-02-11 23:27:49+00:00,in
705,"Abis booster vaksin az, bikin demam 🤒",2022-02-11 23:27:46+00:00,tr
706,@ffnncc_ Udah vaksin booster? Vaksinnya apa?,2022-02-11 23:26:37+00:00,in
709,Dokter Spesialis Paru Rumah Sakit Akademik Universitas Gadjah Mada (RSA UGM) memberikan penjelasan mengenai vaksinasi booster. https://t.co/8VQwTgKD8e,2022-02-11 23:24:33+00:00,in
710,@dhealyaa Hehe paling perhatian😚 lelah bund habis booster vaksin,2022-02-11 23:20:43+00:00,in
712,"Hari ke 2 setelah vaksin booster, akhirnya bisa bangkit lg 😂😩",2022-02-11 23:18:00+00:00,in
713,"RT @lutfi_rahman99: @Azfarheri TUMPANG IKLAN 🔊
Walk in Booster Dose 💉
Tempat: ppv wyndham hotel klang. 
Masa: Setiap hari 9 pagi - 6 petang…",2022-02-11 23:12:11+00:00,in
717,Vaksinasi Covid19 dosis lengkap capai 134 juta suntikan. Semoga adanya vaksin booster ini dapat memperkuat daya tahan tubuh untuk melawan covid19. #SemangatPulihkanBangsa https://t.co/QsV4lUzSpL,2022-02-11 23:00:02+00:00,in
718,"terjadi penambahan 222.044 untuk vaksin booster sehingga total 187.918.754 suntikan
 #SemangatPulihkanBangsa https://t.co/h3F1meQlbA",2022-02-11 23:00:01+00:00,in
719,"@paulinaringgo Iya nih hahaha, Padahal dah 2x vaksin. Tp emang blum booster.",2022-02-11 22:59:52+00:00,in
720,vaksin booster ga ya😭,2022-02-11 22:54:50+00:00,tr
721,"RT @Kumham_Sulsel: Kakanwil Kemenkumham Sulsel Harun Sulianto Apresiasi 37 Pegawai Rutan Pinrang Telah Menerima Vaksin Booster
@Kemenkumham…",2022-02-11 22:40:57+00:00,in
722,"Pada yg belum Vaksin dan Booster, Let’s do it!. Pada yg refused.. semoga dijauhi penyakit dan Sila duduk dlm gua…",2022-02-11 22:28:14+00:00,in
723,"RT @perpuskopasku: #SobatperpuSemangat

Perkuat tingkat kekebalan dan perpanjang masa perlindungan di lingkup Dinas Perpustakaan dan Kearsi…",2022-02-11 22:26:34+00:00,in
724,"Efek vaksin booster/ ke 3 apa aj gezzzz
-dips!",2022-02-11 22:20:18+00:00,tr
727,abis vaksin booster ditambah mens beeeeuuuuhhh,2022-02-11 22:13:12+00:00,in
730,"H+2 booster, udh gak pegel, tp gampanh kedinginan, yg ternyata disponsori hari pertama mens, jd antara kedinginan pasca vaksin atau mens. Gak demam dan gak pusing.
Sisa kram perut hari pertama dtg bulan atau maag...",2022-02-11 21:49:29+00:00,in
733,RT @khairul_hafidz: Kajian menunjukkan imuniti kepada COVID19 selepas divaksinasi boleh diberikan kepada bayi baru lahir melalui placenta d…,2022-02-11 21:30:42+00:00,in
735,"- vaksin booster aja 6 bulan setelah vaksin kedua, gimana aku mau jadi ayang kamu, kalo kamu aja baru putus kurang dari 6 bulan.",2022-02-11 20:45:55+00:00,in
737,"@Kemenkumham_RI @Kumham_Sulsel Kemenkumham Sulsel: Perawat Rutan Pinrang Sri Wahyudiningsih katakan,  Efek yang dirasakan beberapa pegawai setelah vaksin booster tangan terasa ngilu , meriang, pusing dan ngantuk. Mereka dianjurkan untuk beristirahat yang cukup dan minum vitamin.
#KumhamPasti
#KumhamSulsel",2022-02-11 20:39:50+00:00,in
738,"@Kemenkumham_RI @Kumham_Sulsel Kemenkumham Sulsel: Karutan Pinrang, Wahyu Trah Utomo, vaksin booster ini diharapkan dapat menjadi ikhtiar untuk cegah Covid-19.
@Kemenkumham_RI
@Kumham_Sulsel
#KumhamPasti
#KumhamSulsel",2022-02-11 20:39:21+00:00,in
739,"@Kemenkumham_RI @Kumham_Sulsel Kakanwil Kemenkumham Sulsel Harun Sulianto Apresiasi 43 Pegawai Rutan Pinrang menerima vaksin booster dari Puskesmas Mattiro Bulu dan Polres Pinrang, Selasa (8/2/2022).
@Kemenkumham_RI
@Kumham_Sulsel
#KumhamPasti
#KumhamSulsel",2022-02-11 20:39:13+00:00,in
740,"Kakanwil Kemenkumham Sulsel Harun Sulianto Apresiasi 37 Pegawai Rutan Pinrang Telah Menerima Vaksin Booster
@Kemenkumham_RI
@Kumham_Sulsel
#KumhamPasti
#KumhamSulsel https://t.co/I61G9qk3eW",2022-02-11 20:39:01+00:00,in
741,Kapoksahli Pangdam I/BB Sudah Vaksin 2 Kali? Segera Dapatkan Booster https://t.co/rhVDGzhDb4 https://t.co/8joGcLZjNS,2022-02-11 20:24:37+00:00,in
742,-upnjog ada ngadain buat vaksin booster ga? aku baru dapet pemberitahuan nya dari peduli lindungi,2022-02-11 20:12:02+00:00,in
743,Bangun tidur ku kira salah posisi tidur kok lengan sebelah kiri pegel ternyata KIPI booster vaksin-_-,2022-02-11 20:02:52+00:00,in
744,"RT @ABSetyono: Menkominfo : Pegawai Kominfo Wajib Vaksin Dosis Ketiga

Menkomino Johnny G. Plate mengatakan,pelaksanaan vaksinasi booster i…",2022-02-11 19:58:56+00:00,in
745,"Special. Jangan advance laa eh macam takda antibody langsung kalau advance 🤧 vaksin dah booster dah covid dah, upgrade advance gak taktau la kita 😪 https://t.co/9UKM9wzNAk",2022-02-11 19:52:05+00:00,in
746,Sampe pagi ini masih koordinasi sama GA untuk masalah transportasi vaksin booster hari ini dan besok,2022-02-11 19:44:56+00:00,in
747,Siapa yg udah vaksin booster?,2022-02-11 19:44:07+00:00,in
748,@Khairykj ak xdan nk amik booster sebb ank ak bby lagi.. anything happen kau lepas tangan.. sebb ap.. ada aggremt b4 vaksin.. ibarat paksa rela.. senng2 ko xnk bertanggungjawab.  dulu boleh bodo kn now.. u look like stupid.. sekian..,2022-02-11 19:32:53+00:00,in
749,"Jam segini kebangun, ini sebenernya perkara masuk angin kena kehujanan tapi ko sekarang jadi parno ini itu ya 😪 kapan sih corona kelarnya, aku udah vaksin booster pun tetep parno 🥺",2022-02-11 19:30:58+00:00,in
750,"@setengahkoala Aku meriang gr2 vaksin booster ya Allah ga enak bgt badan.. kebangun lagi jam segini, susah tidur lagi 😭",2022-02-11 19:14:58+00:00,in
751,"Kemaren pas vaksin 1, 2 sinovac aman aja dah inih tangan kiri.
Ini pasca booster astra kagak enak pisan madep kiri.",2022-02-11 19:07:58+00:00,in
752,"Vaksin booster sudah digelar sejak Januari 2022 lalu, apa saja efek samping yang paling banyak dikeluhkan pengguna vaksin primer Sinovac dan AstraZeneca? https://t.co/1WR5lnyPyR",2022-02-11 19:01:22+00:00,in
753,mau lanjutin nonton tp baru beres vaksin booster harus tidur cukup,2022-02-11 18:53:55+00:00,in
754,"Huru hara kerja macam ni bila kau bagi semua vaksin booster pada hari yang sama. Output ko kejar, manpower tak ckup ni tak nak pikir.",2022-02-11 18:48:57+00:00,in
755,"Jarang banget dan hampir gapernah yg namanya demam, terakhir kali demam tahun lalu post vaksin booster moderna, yuukk kuat yukk jangan lama lama yaa😮‍💨🥺 https://t.co/S73PrY61YM",2022-02-11 18:47:48+00:00,in
757,"RT @bsh0084raa: Dah Vaksin 2x + Booster, 
Giliran sholat suruh pake jarak 1 meter. 
Ni yg bodoh siapa sebenernya...?",2022-02-11 18:43:07+00:00,in
760,"Grateful dah dpt vaksin booster, tp mon maap efek sampingnya pfizer buat w kaga bs kerja samsek😭",2022-02-11 18:34:41+00:00,in
761,@bkandewipersik gua abis vaksin booster juga efek sampingnya giniii +sakit pinggang paraaah,2022-02-11 18:30:52+00:00,in
762,"Jadikan masker sebagai perisai pelindung diri dalam menghadapi pandemi.  Bersama Kita Lawan Covid-19!

#SinergiCegahPandemi
Akselerasi Vaksin Booster https://t.co/i0fjR8K1SU",2022-02-11 18:25:15+00:00,in
763,Karyawan Dan Keluarga AP II Disuntik Vaksin Booster Di Bandara Soekarno-Hatta https://t.co/mVsnlo5kry https://t.co/RdWwtWmhpZ,2022-02-11 18:18:10+00:00,in
764,"Ayo kita bantu para pahlawan yang terus berjuang melawan pandemi dengan disiplin protokol kesehatan 5M

#SinergiCegahPandemi
Akselerasi Vaksin Booster https://t.co/vUoEpiaYtw",2022-02-11 18:16:54+00:00,in
765,"Selain menggunakan masker, cara yang efektif lainnya untuk melindungi diri dan orang lain dari penularan Covid-19 adalah mencuci tangan secara teratur,tutup mulut saat batuk dengan lipatan siku atau tisu,dan jaga jarak minimal satu meter satu sama lain.
Akselerasi Vaksin Booster https://t.co/WfyS1PMGpC",2022-02-11 18:15:36+00:00,in
766,"apakah masih ada yang tidak percaya covid-19 ??
yuk coba daftar sebagai relawan dan turun langsung ke lapangan.

#SinergiCegahPandemi
Akselerasi Vaksin Booster https://t.co/BgQFQ6ymAS",2022-02-11 18:13:24+00:00,in
767,Abis vaksin booster langsung cus pp bekasi - karawang,2022-02-11 18:07:28+00:00,in
768,"RT @eg_nrs: PICKAW yuuukkk

10 akun @ 100K 

Tetap pake maskermu sekalipun sdh dapat booster vaksin 

Aku ga pernah jumpa kalian, doaku smo…",2022-02-11 18:07:18+00:00,in
770,RT @Oshiiiiiinnn_50: @MIrvanDarwin1 @__Sridiana_3va @endridok @berlian_idris Gunanya vaksin sama booster buat apa dong,2022-02-11 18:02:28+00:00,in
771,"RT @imadya: Ajak orang tua terutama yang diawal2 sudah vaksin sinovac untuk ikut Booster di wilayah Tamansari, Jakarta Barat. 

Klik link b…",2022-02-11 18:00:22+00:00,in
772,"Kau tau siapa yg paling busuk hatinya? Org yg mendoakan siapa yg ambil vaksin nie cepat mati. Tak skrg, tunggu 5 6 lg katanya. 

Kau tau siapa yg paling tak layak bising pasal booster dose, dos 4 5 6? Org yg langsung tak ambil vaksin dari awal, yg antivaks tegar.",2022-02-11 17:40:35+00:00,in
773,Cek di sini cara mendapat vaksin booster sinopharm. https://t.co/Tzp9CDo1og,2022-02-11 17:27:30+00:00,in
774,@hwzie no prob! aamiin jangan takut2 kl sama saya ya lilu udah di vaksin 2x kok walau belom jadwal booster👍🏻,2022-02-11 17:24:59+00:00,in
775,@MIrvanDarwin1 @__Sridiana_3va @endridok @berlian_idris Sampai sekarang belum diungkap kondisi Pangeran Charles usai kembali terjangkit Covid. #kumparanNews https://t.co/ju8vPtaXPj,2022-02-11 17:24:41+00:00,in
777,RT @abuabbask: @hmetromy Maaf ya jika tersilap tp bangsa cina kebanyakkn pilih vaksin sinovac kn hrtu. So booster paling digalakkan utk pen…,2022-02-11 17:17:41+00:00,in
778,Cek di sini cara mendapat vaksin booster sinopharm. https://t.co/CwTaxwyhTq,2022-02-11 17:12:44+00:00,in
779,Tangan yg abis kena vaksin booster kemeng terus aku gaiso turu miring duh kesel kak,2022-02-11 17:12:17+00:00,in
780,"Dinkes Kota Serang Sudah Siapkan Vaksin Booster, Berikut Aturannya https://t.co/XbFGqREAwx",2022-02-11 17:11:38+00:00,in
782,"Abis booster, baru kali ini kena efek pasca vaksin. Hello, byebye fever 👋",2022-02-11 17:06:16+00:00,in
783,Kalo booster harus ttp sama kaya vaksin 1 2? https://t.co/6hJWxoxFLf,2022-02-11 17:04:27+00:00,in
784,"RT @bakoelrotimanis: @maspiyuaja emang otak mereka tak bisa lepas dari kata RADIKAL, KADRUN, TERORIS, ANTI NKRI, NKRI HARGA MATI, 3PERIODE,…",2022-02-11 17:03:57+00:00,in
785,"@maspiyuaja emang otak mereka tak bisa lepas dari kata RADIKAL, KADRUN, TERORIS, ANTI NKRI, NKRI HARGA MATI, 3PERIODE, BPIP, PDI, IKN, COVID, PPKM, VAKSIN, BOOSTER",2022-02-11 17:02:54+00:00,in
786,Abis booster vaksin dan hari ini makan 6x lapar mulu 🤡🤡🤡,2022-02-11 17:01:49+00:00,in
790,"PS.Kasi Humas Polsek Sungai Pinyuh mendapatkan suntikan vaksin booster di Puskesmas Rawat Inap Sungai Pinyuh, Ayo sukseskan vaksinasi booster.
@divisihumaspolri 
@pnc_poldakalbar 
@polresmempawahbestari 
@mempawah_peduli 
@pinyuhberbagi 
@puskesmassungaipinyuh 
@annesefyna https://t.co/VgZvojkDnJ",2022-02-11 16:58:23+00:00,in
791,"Menkes Nyatakan 2 Kali Vaksin + Booster Bukan Satu-satunya Cara Kurangi Dampak Buruk Covid-19, Jadi Buat Apa Disuntik?    https://t.co/nsPeI089HB",2022-02-11 16:54:39+00:00,in
792,"@Oshiiiiiinnn_50 Ini ya, rakyat punya kewajiban tdk tertulis untuk memperkaya Rakyat lain(terutama pejabat2 yg greedy). Jadi rakyat hrs vaksin &amp; booster. Kan terus beli dari LN pake uang rakyat. Gitu terus lah ujung2 Duit masok kantong. Gua pikir orang Jepang cerdas ternyata masuk sini jadi.....",2022-02-11 16:54:19+00:00,in
793,Kimia Farma Beberkan Cara Dapat Vaksin Booster Sinopharm https://t.co/3pFnbPaU1n,2022-02-11 16:48:04+00:00,in
795,RT @selalunyampah: Better get vaksin booster and perketat prokes really quick,2022-02-11 16:46:53+00:00,en
796,RT @multajp: Karyawan AP II dan Keluarga Disuntik Vaksin Booster di Bandara Soetta https://t.co/xnWhk5aUAw https://t.co/ukkUcTtUKu,2022-02-11 16:43:21+00:00,in
798,@F2aldi @jawafess UdH vaksin booster mas?,2022-02-11 16:38:04+00:00,in
800,Besok vaksin booster 💉,2022-02-11 16:34:32+00:00,tr
801,"Gubernur Kalteng Imbau Masyarakat Tidak Perlu Takut Vaksin Booster.
Nusantara Loh Jinawi https://t.co/vA4aV13rzn",2022-02-11 16:33:40+00:00,in
802,"RT @adjisdoaibu: Info booster dan vaksin 1-2
Letsgo https://t.co/feAXtLOjYU",2022-02-11 16:31:29+00:00,nl
804,"Unvalidated karena limit akses. Segitunya? Yes. Konyol! Emang. Tapi cukup yakin, sebelum puasa tahun kemarin positif dan dari seminggu yg lalu kena lagi. Vaksin, beres walaupun ngga booster tapi yg dilabel mild ngga ada tuh mild-nya. Payah-payah juga.",2022-02-11 16:29:25+00:00,in
806,"@BDG_Vereeniging Lupa. Sehat selalu jg ya.. smg udah vaksin 2x dan booster.. jgn lupa kapan2 🍻 

Ngobrol mah lebih asyik tatap muka atuh.",2022-02-11 16:25:12+00:00,in
807,@icearenlatte vaksin booster ki disuntik ng jempol sikil?,2022-02-11 16:24:31+00:00,in
808,Vaksin booster aman https://t.co/gueJUGRoV3,2022-02-11 16:22:58+00:00,tr
809,"RT @ABSetyono: Menkominfo @PlateJohnny: Pegawai Kominfo Wajib Vaksin Dosis Ketiga

Menkomino Johnny G. Plate mengatakan,pelaksanaan vaksina…",2022-02-11 16:22:50+00:00,in
810,"RT @bkandewipersik: Tadi siang vaksin booster, sore tadi agak sesek didada... auto ovt ..",2022-02-11 16:22:10+00:00,et
812,"Kata siapa kalo udah vaksin gejalanya ringan.
Nih yg udah booster juga seharian gabisa ngapa-ngapain, tp makan tetep enak dan bersemangat kkk.",2022-02-11 16:19:47+00:00,in
813,"RT @cybsquad_: Sudah vaksin 2 x + booster , hasilnya 

👇👇👇",2022-02-11 16:19:07+00:00,in
814,vaksin booster g ya,2022-02-11 16:17:11+00:00,tr
815,Abis vaksin booster. Lagii tangan pegel banget gilss sampe sekarang. Terus ditambah migren dari siang. Mantap.,2022-02-11 16:15:47+00:00,in
816,inpo vaksin booster solo mas mba?,2022-02-11 16:14:57+00:00,in
819,"Abis vaksin booster, berasa efeknya pas malem ini ya",2022-02-11 16:11:17+00:00,in
820,yaaak vaksin booster baru terasa pegel pegel lucunya,2022-02-11 16:10:50+00:00,in
822,RT @soloposdotcom: Begini Pendapat Pakar Soal Vaksin Booster Covid-19 Setiap Tahun https://t.co/2SEgGUVh1O,2022-02-11 16:09:48+00:00,in
823,@rsprotinsulu min untuk vaksin booster memakai jenis pfizer?,2022-02-11 16:09:27+00:00,in
824,Lepastu suruh amek booster vaksin. Taknak amek diugut pula rakyat. Hm aku sedih weh org sekeliling aku byk yg +ve 😭 termasuk suami aku sendiri tau dakkkkkk,2022-02-11 16:06:34+00:00,in
827,Wah kayaknya kena vaksin booster alami ini haduh,2022-02-11 15:58:14+00:00,in
828,RT @FirmRei: Bank Sulselbar Vaksin Booster Ratusan Karyawan https://t.co/vJsIYbmHuD,2022-02-11 15:57:55+00:00,in
830,"RT @ppkkemayoran: (1) Kawan Kemayoran,
Di hari kedua pelaksanaan kegiatan vaksinasi booster di PPK Kemayoran, tidak ditemukan adanya KIPI p…",2022-02-11 15:57:42+00:00,in
831,"Fyi
Kali aja ada yg lagi cari vaksin booster di daerah jaksel https://t.co/PZ3LVeOk3o",2022-02-11 15:57:34+00:00,in
832,Gue klo udah vaksin booster masih dsruh rapid gak ye?,2022-02-11 15:57:17+00:00,in
835,"bokap nyokap booster dapet vaksin az ngeluh pegel, pusing sama sakit sebadan..   🥲👍 meanwhile gue vaksin 1 udh dapet AZ ngedrop 2 hari",2022-02-11 15:56:03+00:00,in
836,unsr! kalo mau vaksin booster di layo dimana yaaa dan syaratnya apa ajaa,2022-02-11 15:55:33+00:00,in
838,"YANG GAK KALAH SERU, akan ada banyak giveaway, kali ini spesial lagi. Ada free 20 antigen test, 10 PCR, vaksin flu, vaksin pneumonia, booster juga. Sama akan ada saldo Gopay.

Enak kalian dapet, gua hostnya malah nggak. 😖",2022-02-11 15:53:49+00:00,in
839,See you senin (bila badan kuat abis vaksin booster) 😂 https://t.co/wKQDHrWWCd,2022-02-11 15:51:02+00:00,in
841,@convomf nder km booster pake vaksin apa ya kalo boleh tau,2022-02-11 15:47:51+00:00,in
842,RT @cybsquad_: Nakes kan udah pada vaksin 2 x dan booster..,2022-02-11 15:44:46+00:00,in
843,"bisa naik motor meski kesusahan, temannya masih sampe sekarang gabisa. Mamaku takut banget booster kemaren ini dan memutuskan gadivaksin meski m harusnya wajib. Aku heran sih kenapa ya kok harus vaksin?? Padahal kondisi dah begini.

Semoga masnya baik-baik aja ya:)",2022-02-11 15:44:28+00:00,in
844,"Petugas Rutan Majene Vaksin Booster Karutan Ini Sebagai Ikhtiar Kita dalam Pencegahan Covid19 #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti @LaolyYasonna
https://t.co/E0ScymzR0G",2022-02-11 15:42:49+00:00,in
845,@iridesscenntt Abis vaksin booster ya?,2022-02-11 15:41:25+00:00,tr
847,"Kmrn polisi razia vaksin 1,2 skrg razia vaksin booster . . Semacam paksaan",2022-02-11 15:40:26+00:00,in
849,"Pets! Budget yang dibutuhkan selama punya kucing (afaik): makan, cat litter, vaksin tahun pertama 3x, steril, vaksin booster tahunan, obat cacing, obat tetes kutu, dana darurat (100k-1jt but who knows, sakit ga ada yang tau)",2022-02-11 15:39:24+00:00,in
850,"Kapolsek Kebon Jeruk Kompol H. Slamet R, SH, MM memimpin langsung  Giat Mobile Vaksin Booster Presisi Polsek Kebon Jeruk yang diselenggarakan Polsek Kebon Jeruk bersama Polres Metro Jakarta Barat. https://t.co/ZzPzgNJphT",2022-02-11 15:39:10+00:00,in
851,BESOK MW VAKSIN BOOSTER DULU BIAR PAS LIAT MV GA MLEYOT,2022-02-11 15:38:19+00:00,in
852,"@bdngfess Kela, emang vaksin booster sinovac ya?",2022-02-11 15:38:04+00:00,in
853,"Vaksinasi booster memang telah dibuka untuk umum khususnya para lansia dan juga mereka yang rentan terkena infeksi. Nah, bagaimana vaksin booster ibu menyusui? https://t.co/bcIf8HidZr",2022-02-11 15:35:30+00:00,in
855,"Vaksin booster❌
Imun booster☑️ https://t.co/LmnU6c1Zy7",2022-02-11 15:33:11+00:00,et
858,"Abis vaksin booster 

Lengan masih pegel",2022-02-11 15:30:57+00:00,in
859,AKHIRNYA EFEK VAKSIN BOOSTER DAH HILANG. STELAH SEHARIAN DEMAM TRS BERAKHIR BELI BUBUR HSHSHS,2022-02-11 15:30:38+00:00,in
860,RT @aaizatnizam: Sekarang sinovac kena booster kalau tak anda ditangkap Unvaccinated. Lepas ni Insya Allah vaksin lain pon akan turut serta…,2022-02-11 15:28:27+00:00,in
862,Sekarang sinovac kena booster kalau tak anda ditangkap Unvaccinated. Lepas ni Insya Allah vaksin lain pon akan turut serta. Sbb vaksin ada expired dia. Jammed pale.,2022-02-11 15:26:54+00:00,in
863,"Efektif Lindungi Karyawan, Sinopharm Digunakan PT Freeport untuk Vaksin Booster https://t.co/3Hl0rw5rsO https://t.co/o4LKQIY2oW",2022-02-11 15:25:55+00:00,in
864,Vaksin booster pasif damagenya anjggg bgtttt,2022-02-11 15:24:13+00:00,in
865,@Rizkeeys Mjb. Kirain aku doang yg ngrasain dingin stelah vaksin booster. Mana rasanya linu semua badannya,2022-02-11 15:23:24+00:00,in
